,cell_id,banksy_leiden_0.7
adblciha-1,adblciha-1,NA
adblhcco-1,adblhcco-1,NA
adbliebe-1,adbliebe-1,NA
adblikdp-1,adblikdp-1,NA
adblkkfm-1,adblkkfm-1,NA
adblmnkk-1,adblmnkk-1,NA
adblmplh-1,adblmplh-1,NA
adblohdp-1,adblohdp-1,NA
adbmaaic-1,adbmaaic-1,NA
adbmgkak-1,adbmgkak-1,NA
adbmgknl-1,adbmgknl-1,NA
adbmgmka-1,adbmgmka-1,NA
adbmmacl-1,adbmmacl-1,NA
adbnbedf-1,adbnbedf-1,NA
adbnbmnp-1,adbnbmnp-1,NA
adbnlmei-1,adbnlmei-1,NA
adbodncp-1,adbodncp-1,NA
adbodnnb-1,adbodnnb-1,NA
adboeajl-1,adboeajl-1,NA
adboeelc-1,adboeelc-1,NA
adboejcc-1,adboejcc-1,NA
adboijak-1,adboijak-1,NA
adbpaiji-1,adbpaiji-1,NA
adbpchlh-1,adbpchlh-1,NA
adbppbap-1,adbppbap-1,NA
adbppfgn-1,adbppfgn-1,NA
adcaakac-1,adcaakac-1,NA
adcadgld-1,adcadgld-1,NA
adcafcad-1,adcafcad-1,NA
adcafkgi-1,adcafkgi-1,NA
adcamecc-1,adcamecc-1,NA
adcamhmn-1,adcamhmn-1,NA
adcamhoh-1,adcamhoh-1,NA
adcannne-1,adcannne-1,NA
adcapdfp-1,adcapdfp-1,NA
adcbagoj-1,adcbagoj-1,NA
adcbbbcj-1,adcbbbcj-1,NA
adcbbkjo-1,adcbbkjo-1,NA
adcbhlab-1,adcbhlab-1,NA
adcbiimb-1,adcbiimb-1,NA
adcbjiai-1,adcbjiai-1,NA
adcblddb-1,adcblddb-1,NA
adcbmehf-1,adcbmehf-1,NA
adcbmiab-1,adcbmiab-1,NA
adcbnbjc-1,adcbnbjc-1,NA
adccapkf-1,adccapkf-1,NA
adccbjph-1,adccbjph-1,NA
adcccdda-1,adcccdda-1,NA
adcciech-1,adcciech-1,NA
adccnnib-1,adccnnib-1,NA
adcdbkme-1,adcdbkme-1,NA
adcddimo-1,adcddimo-1,NA
adcdfkdo-1,adcdfkdo-1,NA
adcdjhek-1,adcdjhek-1,NA
adcdmdeb-1,adcdmdeb-1,NA
