,cell_id,banksy_leiden_0.7
bdgggfmp-1,bdgggfmp-1,13
bdghaone-1,bdghaone-1,13
bdghnocn-1,bdghnocn-1,13
bdgiagbc-1,bdgiagbc-1,13
bdgidemg-1,bdgidemg-1,13
bdgieabm-1,bdgieabm-1,13
bdgijipn-1,bdgijipn-1,13
bdgjfloa-1,bdgjfloa-1,13
bdgjgkca-1,bdgjgkca-1,13
bdgjoafk-1,bdgjoafk-1,13
bdgkbapc-1,bdgkbapc-1,13
bdgkfkim-1,bdgkfkim-1,13
bdgkiodn-1,bdgkiodn-1,13
bdgkjagj-1,bdgkjagj-1,13
bdgkppmh-1,bdgkppmh-1,13
bdglenmc-1,bdglenmc-1,13
bdglfcob-1,bdglfcob-1,13
bdglfdgc-1,bdglfdgc-1,13
bdglhboi-1,bdglhboi-1,13
bdgmanbh-1,bdgmanbh-1,13
bdgnamgh-1,bdgnamgh-1,13
bdgndeln-1,bdgndeln-1,13
bdgnehla-1,bdgnehla-1,13
bdgnhomf-1,bdgnhomf-1,13
bdgohpdj-1,bdgohpdj-1,13
bdgpfkbl-1,bdgpfkbl-1,13
bdgpgden-1,bdgpgden-1,13
bdgpibhd-1,bdgpibhd-1,13
bdhammnd-1,bdhammnd-1,13
bdhapbpg-1,bdhapbpg-1,13
bdhbadbf-1,bdhbadbf-1,13
bdhbhbin-1,bdhbhbin-1,13
bdhbocjb-1,bdhbocjb-1,13
bdhcfpop-1,bdhcfpop-1,13
bdhdeopi-1,bdhdeopi-1,13
bdhdffnd-1,bdhdffnd-1,13
bdhdjilg-1,bdhdjilg-1,13
bdhdoeoi-1,bdhdoeoi-1,13
bdhenibf-1,bdhenibf-1,13
bdheodck-1,bdheodck-1,13
bdhfcbnh-1,bdhfcbnh-1,13
bdhfolef-1,bdhfolef-1,13
bdhgdimp-1,bdhgdimp-1,13
bdhgemke-1,bdhgemke-1,13
bdhgnnic-1,bdhgnnic-1,13
bdhhlkai-1,bdhhlkai-1,13
bdhhplpk-1,bdhhplpk-1,13
bdhigfno-1,bdhigfno-1,13
bdhikjmg-1,bdhikjmg-1,13
bdhjedpn-1,bdhjedpn-1,13
bdhjkhgj-1,bdhjkhgj-1,13
bdhjoaem-1,bdhjoaem-1,13
bdhjocga-1,bdhjocga-1,13
bdhjojli-1,bdhjojli-1,13
bdhkhage-1,bdhkhage-1,13
bdhkjjpc-1,bdhkjjpc-1,13
bdhlfgfe-1,bdhlfgfe-1,13
bdhlldhc-1,bdhlldhc-1,13
bdhllpkd-1,bdhllpkd-1,13
bdhmncgp-1,bdhmncgp-1,13
bdhoiodi-1,bdhoiodi-1,13
bdhpecbc-1,bdhpecbc-1,13
bdhpgefh-1,bdhpgefh-1,13
bdhpmkkh-1,bdhpmkkh-1,13
bdiafcoo-1,bdiafcoo-1,13
bdianpbj-1,bdianpbj-1,13
bdibeiod-1,bdibeiod-1,13
bdibmbmg-1,bdibmbmg-1,13
bdicfhei-1,bdicfhei-1,13
bdichjld-1,bdichjld-1,13
bdicocef-1,bdicocef-1,13
bdidcica-1,bdidcica-1,13
bdigeiah-1,bdigeiah-1,13
bdihccno-1,bdihccno-1,13
bdiholjg-1,bdiholjg-1,13
bdijbfka-1,bdijbfka-1,13
bdijfcgj-1,bdijfcgj-1,13
bdijlccd-1,bdijlccd-1,13
bdijmakb-1,bdijmakb-1,13
bdijooph-1,bdijooph-1,13
bdijpibb-1,bdijpibb-1,13
bdikapel-1,bdikapel-1,13
bdikbbpj-1,bdikbbpj-1,13
bdikbdmm-1,bdikbdmm-1,13
bdikdmao-1,bdikdmao-1,13
bdikeiaa-1,bdikeiaa-1,13
bdilefed-1,bdilefed-1,13
bdilgbok-1,bdilgbok-1,13
bdilhfgb-1,bdilhfgb-1,13
bdiljkoh-1,bdiljkoh-1,13
