,cell_id,banksy_leiden_0.7
aaiejaan-1,aaiejaan-1,10
aaiekajc-1,aaiekajc-1,10
aaiffefm-1,aaiffefm-1,10
aaifilgj-1,aaifilgj-1,10
aaifohif-1,aaifohif-1,10
aaigdiji-1,aaigdiji-1,10
aaiggekl-1,aaiggekl-1,10
aaihahbf-1,aaihahbf-1,10
aaihcmbd-1,aaihcmbd-1,10
aaihgiob-1,aaihgiob-1,10
aaiiapjn-1,aaiiapjn-1,10
aaiicbci-1,aaiicbci-1,10
aaiicgij-1,aaiicgij-1,10
aaiiegfp-1,aaiiegfp-1,10
aaiifaio-1,aaiifaio-1,10
aaiifapf-1,aaiifapf-1,10
aaiiglgf-1,aaiiglgf-1,10
aaiikkko-1,aaiikkko-1,10
aaijdkba-1,aaijdkba-1,10
aaijpmga-1,aaijpmga-1,10
aaikcofa-1,aaikcofa-1,10
aaikdaof-1,aaikdaof-1,10
aaikdapd-1,aaikdapd-1,10
aaikdifc-1,aaikdifc-1,10
aaikdnif-1,aaikdnif-1,10
aailghij-1,aailghij-1,10
aailnlij-1,aailnlij-1,10
aaimaklp-1,aaimaklp-1,10
aaimdljm-1,aaimdljm-1,10
aaimekmj-1,aaimekmj-1,10
aaimjcgd-1,aaimjcgd-1,10
aaimjlca-1,aaimjlca-1,10
aaimohcl-1,aaimohcl-1,10
aaingmlo-1,aaingmlo-1,10
aaingpcj-1,aaingpcj-1,10
aainjnnj-1,aainjnnj-1,10
aainoclc-1,aainoclc-1,10
aainopmd-1,aainopmd-1,10
aaiocecc-1,aaiocecc-1,10
aaiocobg-1,aaiocobg-1,10
aaioedmg-1,aaioedmg-1,10
aaioifom-1,aaioifom-1,10
aaiolpgl-1,aaiolpgl-1,10
aaioombd-1,aaioombd-1,10
aaipabkc-1,aaipabkc-1,10
aaipdmdh-1,aaipdmdh-1,10
aaipimhm-1,aaipimhm-1,10
aaipkdnh-1,aaipkdnh-1,10
aaipklgo-1,aaipklgo-1,10
aaipmdii-1,aaipmdii-1,10
aajbbkmn-1,aajbbkmn-1,10
aajbekci-1,aajbekci-1,10
aajbkajh-1,aajbkajh-1,10
aajbnien-1,aajbnien-1,10
aajcbipl-1,aajcbipl-1,10
