#Selection name: Selection 1
#Area (µm^2): 4868031.97
Cell ID,Cluster,Transcripts,Area (µm^2)
oambhmen-1,Cluster 3,0,80.58
infholke-1,Cluster 8,1,175.30
infgccgi-1,Cluster 3,0,31.70
infiejio-1,Cluster 3,0,66.39
ammccfgl-1,Cluster 8,0,108.22
ammegehe-1,Cluster 3,0,58.79
oalmoobp-1,Cluster 4,0,12.15
infgbijg-1,Cluster 8,0,90.29
ingkgmjj-1,Cluster 4,0,52.35
amlfkgno-1,Cluster 4,0,124.13
oamdhchb-1,Cluster 4,0,128.86
amliogaj-1,Cluster 8,0,139.43
amllgiji-1,Cluster 3,0,126.57
infdinfo-1,Cluster 3,0,77.77
amlhlhhh-1,Cluster 3,0,25.21
infimcok-1,Cluster 3,0,32.24
infeaooa-1,Cluster 3,0,105.04
oajcagna-1,Cluster 4,0,60.34
inffjgdj-1,Cluster 3,0,62.26
oalmlfem-1,Cluster 16,0,57.61
oaimjhmk-1,Cluster 4,0,101.14
amlgdnho-1,Cluster 3,0,52.68
oamadhcm-1,Cluster 4,0,211.30
imoomcbc-1,Cluster 4,0,45.84
infeioii-1,Cluster 3,0,20.74
oajblokb-1,Cluster 4,0,11.05
imoolmca-1,Cluster 4,0,13.08
oamgfnkc-1,Cluster 4,0,91.27
oammfkhb-1,Cluster 4,0,28.89
ingkjjpa-1,Cluster 4,0,82.30
infpikeg-1,Cluster 4,0,78.70
infoopfm-1,Cluster 4,0,69.64
inglbhfi-1,Cluster 4,0,73.25
infomong-1,Cluster 4,0,41.28
infpicip-1,Cluster 3,0,119.56
amlfiilh-1,Cluster 8,0,139.62
ingdfkoc-1,Cluster 3,0,39.72
amlejaga-1,Cluster 3,0,30.64
ingdgimf-1,Cluster 3,0,180.71
oamcbbjl-1,Cluster 4,0,19.10
oambikci-1,Cluster 4,0,53.51
amldphjb-1,Cluster 4,0,91.60
ammonhhk-1,Cluster 16,0,70.74
amncgeap-1,Cluster 3,0,81.52
inhcdnma-1,Cluster 4,0,21.66
inhbflkm-1,Cluster 4,0,26.24
amnaphhm-1,Cluster 4,0,25.07
ammnonak-1,Cluster 3,0,125.08
amnaddpe-1,Cluster 4,0,50.35
ammnglha-1,Cluster 4,0,52.37
amnegmch-1,Cluster 3,0,61.20
amnemlel-1,Cluster 3,0,81.86
amnfieoi-1,Cluster 4,0,65.13
oalgjkjg-1,Cluster 4,0,111.03
amnfjccd-1,Cluster 4,0,93.45
oamncpfh-1,Cluster 3,0,67.56
amnfkopd-1,Cluster 4,0,74.90
inhaknic-1,Cluster 3,0,40.10
ingpgdhh-1,Cluster 4,0,25.97
amnekpgd-1,Cluster 3,0,109.31
ammopfoc-1,Cluster 8,0,64.12
amncgdln-1,Cluster 3,0,14.57
inhdgcfc-1,Cluster 4,0,6.58
ammmmeah-1,Cluster 16,0,146.19
amnccinm-1,Cluster 3,0,54.03
inhjcebh-1,Cluster 16,0,78.06
amnaapog-1,Cluster 4,0,29.34
ingmomgn-1,Cluster 16,0,133.36
inhbfebh-1,Cluster 15,0,70.03
ingnaehi-1,Cluster 3,0,94.06
ammpeoak-1,Cluster 3,2,47.92
inflgckj-1,Cluster 4,0,41.63
infmkdhi-1,Cluster 4,0,50.87
inhdegpj-1,Cluster 8,0,148.43
oamfahpo-1,Cluster 4,0,30.70
inhcpall-1,Cluster 4,0,86.39
inhdfjml-1,Cluster 8,0,79.30
ingpjjmo-1,Cluster 16,0,135.14
infmflmh-1,Cluster 3,0,74.43
inhcdfjj-1,Cluster 4,0,53.52
inhbecgp-1,Cluster 3,0,72.57
amnfpaac-1,Cluster 4,0,39.76
amnflbjb-1,Cluster 3,0,87.15
inhhohfm-1,Cluster 4,0,7.19
inhhdafi-1,Cluster 3,0,49.88
oamnlpji-1,Cluster 3,0,58.50
inhggngd-1,Cluster 3,0,39.48
amnfielm-1,Cluster 3,0,98.83
inhgjeco-1,Cluster 3,0,53.54
inhaknjb-1,Cluster 3,0,144.41
oammfldc-1,Cluster 3,0,27.91
inhbapdi-1,Cluster 3,0,27.26
ingpkipn-1,Cluster 3,0,90.75
ingnddef-1,Cluster 8,0,63.38
inhbcjbp-1,Cluster 3,0,78.80
ingnmcpo-1,Cluster 3,0,34.00
infabihk-1,Cluster 3,0,25.87
amlflcde-1,Cluster 4,0,31.44
oaiipmkd-1,Cluster 4,0,20.77
imombnbn-1,Cluster 4,0,28.17
imofoegn-1,Cluster 4,0,106.41
impbcnlp-1,Cluster 4,0,25.21
oailkjpp-1,Cluster 4,0,45.40
oajbjemb-1,Cluster 4,0,85.33
oaimdmio-1,Cluster 4,0,9.12
imonfjod-1,Cluster 4,0,42.50
oaioihjh-1,Cluster 4,0,130.84
oaijghjl-1,Cluster 4,0,61.01
imomkkii-1,Cluster 4,0,47.81
imofddoi-1,Cluster 4,0,58.93
oaiimcpg-1,Cluster 4,0,69.32
oaimpbpj-1,Cluster 4,0,40.04
imonpcff-1,Cluster 4,0,65.01
imohhhdh-1,Cluster 4,0,40.16
amlgiloo-1,Cluster 4,0,262.95
amliabpi-1,Cluster 3,0,65.63
oambfkpo-1,Cluster 4,0,106.18
amlgefjo-1,Cluster 16,0,71.45
ammbhfch-1,Cluster 16,0,84.16
amliekcj-1,Cluster 3,0,73.73
ammbbcbd-1,Cluster 3,0,43.07
amllmopb-1,Cluster 3,0,160.07
infdakka-1,Cluster 3,0,41.96
amlpnlkn-1,Cluster 3,0,50.62
amlllfhg-1,Cluster 3,0,43.50
ammbhdhd-1,Cluster 16,0,101.45
amlpmhod-1,Cluster 3,0,47.13
amllnple-1,Cluster 3,0,87.10
oalonjde-1,Cluster 4,0,88.08
oalpepjl-1,Cluster 4,0,108.49
oaijblig-1,Cluster 4,0,43.23
oaijokcd-1,Cluster 4,0,61.18
oaijpnbf-1,Cluster 4,0,28.40
imofhkhm-1,Cluster 4,0,75.95
imofgmnj-1,Cluster 4,0,48.19
imogmnld-1,Cluster 4,0,72.76
imopgicm-1,Cluster 4,0,71.43
impaecgc-1,Cluster 1,0,98.93
amlgelge-1,Cluster 4,0,181.18
imopmenc-1,Cluster 4,0,24.46
imohngjj-1,Cluster 4,0,111.30
imooidlg-1,Cluster 4,0,46.84
imohbken-1,Cluster 4,0,67.10
imopgcgp-1,Cluster 4,0,18.56
imooidka-1,Cluster 4,0,49.52
imogahbf-1,Cluster 4,0,65.52
infbeomc-1,Cluster 3,0,25.32
infddged-1,Cluster 3,0,28.67
infdejol-1,Cluster 3,0,54.86
infchinc-1,Cluster 3,0,55.97
inepgbfe-1,Cluster 3,0,76.26
infaphci-1,Cluster 3,0,28.71
amlgnaln-1,Cluster 16,0,109.12
infjicka-1,Cluster 16,0,118.78
oalppaib-1,Cluster 4,0,88.12
infkejjn-1,Cluster 3,0,22.73
infkabik-1,Cluster 3,0,24.43
oalppcng-1,Cluster 4,0,290.80
oambciie-1,Cluster 4,0,143.30
oalpocne-1,Cluster 4,0,107.65
oaijjddp-1,Cluster 4,0,80.47
oamedafo-1,Cluster 4,0,35.39
infpofod-1,Cluster 3,0,201.63
infmnapn-1,Cluster 4,0,115.67
infobfhf-1,Cluster 4,0,60.24
inglaoea-1,Cluster 4,0,72.39
ingeflcc-1,Cluster 3,0,31.40
ingfclpc-1,Cluster 4,0,28.44
infnhkjf-1,Cluster 4,0,137.06
infmkdon-1,Cluster 4,0,57.34
ingfghnc-1,Cluster 1,0,52.31
infnjghc-1,Cluster 4,0,100.56
infmkiem-1,Cluster 4,0,62.29
oameoigb-1,Cluster 4,0,26.23
ingfgdml-1,Cluster 4,0,22.72
ingbagbm-1,Cluster 3,0,34.15
oamkcchg-1,Cluster 4,0,139.45
oamifbme-1,Cluster 4,0,38.59
infniign-1,Cluster 4,0,57.23
inhkjake-1,Cluster 3,0,51.15
inhjljdf-1,Cluster 16,0,112.66
inepdmbb-1,Cluster 4,0,81.03
oampgbbn-1,Cluster 4,0,42.95
inhjggfo-1,Cluster 3,0,83.80
inhfhkfg-1,Cluster 3,0,33.35
